link,value_make,value_model,value_variant,value_year,value_petrol,value_transmission,value_mileage,value_first_owner,itemPrice,itemTitle,itemLocation,itemDescriptionContent
"https://www.olx.in/item/honda-city-zx-cvt-i-vtec-2017-petrol-iid-1591673440
",Honda,City,i-VTEC CVT ZX,2017,Petrol,Automatic,"32,000 km",First,"₹ 8,00,000","Honda City V Manual DIESEL, 2016, Diesel","Chennai Central, Chennai, Tamil Nadu","well maintained
excellent condition
price slightly negotiable
interested persons please share your no
ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Sedans
Registration Place: TN
Accidental: No
Insurance Type: Zero Dep
Condition: Used
Make Month: March"
"https://www.olx.in/item/toyota-fortuner-28-4x2-manual-2015-diesel-iid-1591658460
",Toyota,Fortuner,2.8 2WD MT,2015,Diesel,Manual,"175,000 km",First,"₹ 14,75,000","Hyundai Creta 1.6 SX (O), 2018, Diesel","Thillai Nagar, Tiruchirappalli, Tamil Nadu","company maintain TN46
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Color: Silver
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Cruise Control: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Navigation System: Yes
Finance: Yes
Adjustable External Mirror: Power
Type of Car: SUV
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: June
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/hyundai-grand-i-10-2017-diesel-iid-1590677998
",Hyundai,Grand I 10,-1,2017,Diesel,Manual,"56,000 km",First,"₹ 4,35,000","Hyundai Grand I 10, 2016, Petrol","Chennai Central, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: White
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Warranty: Yes
Vehicle Certified: Yes
Interior color: Beige
Finance: Yes
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Make Month: April
Tyre Condition: New"
"https://www.olx.in/item/mahindra-xuv500-xuv500-w8-2012-diesel-iid-1567512860
",Mahindra,XUV500,2011-2015 W8 2WD,2012,Diesel,Manual,"160,000 km",Second,"₹ 7,35,000","Mahindra Xuv500 XUV500 W8, 2012, Diesel","Ram Nagar, Madurai, Tamil Nadu","Mahindra XUV 500 W8 2012 MODEL
Owner 02 Ac power steering power windows center lock remote Abs break 6 airbags navigation cruise control reverse parking sensor alloys
insurance date 19/12/2020 idv 5 lakhs
loan can be arranged upto 5 lakhs.
ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Silver
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Anti Theft Device: Yes
Registration Place: TN
AM/FM Radio: Yes
Automatic Boot: Yes
Parking Sensors: Yes
Rear Window Wiper: Yes
Cruise Control: Yes
Power Windows: Front & rear
Fog Lamps: Yes
Display Screen: Yes
Navigation System: Yes
Interior color: Champagne
Finance: Yes
Adjustable External Mirror: Power
Type of Car: MUV
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: November
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 6 airbags"
"https://www.olx.in/item/datsun-go-plus-t-2015-petrol-iid-1582113535
",Datsun,GO Plus,T,2015,Petrol,Manual,"40,000 km",First,"₹ 2,60,000","Datsun Redi Go Redi-Go D, 2017, Petrol","Palanganatham, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: Hybrid
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: August"
"https://www.olx.in/item/tn-omni-bus-for-sale-iid-1589458195
",Ashok Leyland,-1,-1,2007,-1,-1,"300,000 km",-1,"₹ 10,50,000",Ashok leyland lynx,"Mattiuttavani, Madurai, Tamil Nadu","Make : Ashok Leyland.
Model : 2007 (August Month)
Body : Prakash
Seating Capacity : 44 Seater.
FC : December 2020.
Insurance : December 2020.
Permit : Tamilnadu Omni Bus
Finance Amount : Rs.5,00,000.
Cash Payment : Rs. 7,75,000."
"https://www.olx.in/item/maruti-suzuki-swift-dzire-vxi-2014-diesel-iid-1592378451
",Maruti Suzuki,Swift Dzire,VXI,2014,Diesel,Manual,"54,000 km",First,"₹ 5,00,000","Toyota Innova 2.5 G 8 STR BS-IV, 2005, Diesel","Chennai Central, Chennai, Tamil Nadu","fc 2029 insurence 2021 life tax current good condicion
ADDITIONAL VEHICLE INFORMATION:
Color: Gold
Type of Car: Luxury
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: September"
"https://www.olx.in/item/volkswagen-polo-comfortline-diesel-2011-diesel-iid-1590392647
",Volkswagen,Polo,2009-2013 Diesel Comfortline 1.2L,2011,Diesel,Manual,"98,000 km",Second,"₹ 3,00,000",Volkswagen Polo 2010 LPG 102000 Km Driven comport line,"Ram Nagar, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Automatic Boot: Yes
Power Windows: Front
Fog Lamps: Yes
Display Screen: Yes
Adjustable External Mirror: Manual
Type of Car: Hatchback
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: December
Bluetooth: Yes"
"https://www.olx.in/item/honda-city-2015-petrol-10500-km-driven-iid-1592856908
",Honda,City,2015-2017 i VTEC E,2015,Petrol,Manual,"10,500 km",First,"₹ 7,75,000",2016 Honda city v diesel better than Verna vento,"Pattalam Dhobighat, Chennai, Tamil Nadu",Honda city i v tech s model single owner ins bumper to bumper
"https://www.olx.in/item/honda-amaze-15-vx-i-dtec-2014-diesel-iid-1590297349
",Honda,Amaze,2013-2016 VX i-DTEC,2014,Diesel,Manual,"58,000 km",First,"₹ 4,50,000","Volkswagen Polo Comfortline Petrol, 2015, Petrol","Nungambakkam Mahalinga Puram, Chennai, Tamil Nadu","2013/14 model single owner 58000kms up to service good condition vehicle
ADDITIONAL VEHICLE INFORMATION:
Aux Compatibility: Yes
Tyre Condition: New
Parking Sensors: Yes
Accidental: No
Flood Affected: No
ABS: Yes
Insurance Type: Comprehensive
Registration Place: TN
Service History: Available
Power steering: Yes
Color: Silver
Insurance: Yes
Condition: Used
Registration Transfer: Yes
Fog Lamps: Yes
Rear Window Wiper: Yes
Alloy Wheels: Yes
Bluetooth: Yes
Type of Car: Sedans
AM/FM Radio: Yes
USB Compatibility: Yes
Rear Parking Camera: Yes
Vehicle Certified: Yes
Battery Condition: New
Lock System: Remote Controlled Central
Anti Theft Device: Yes"
"https://www.olx.in/item/toyota-fortuner-30-4x4-manual-2011-diesel-iid-1560558867
",Toyota,Fortuner,-1,2011,Diesel,-1,"144,000 km",-1,"₹ 12,00,000",Audi A4 Company owned vehicle,"Palanganatham, Madurai, Tamil Nadu","Call me at 98653***43941 BABA CARS Vehicle is in good condition second owner top end model four wheel drive dual airbags ABS alloy wheels Company service available for best price finance and exchange facilities available
ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Air Conditioning: With Heater
Aux Compatibility: Yes
No. of Owners: Second
Registration Place: TN
AM/FM Radio: Yes
Parking Sensors: Yes
Transmission: Manual
Power Windows: Front & rear
Variant: Fortuner 3.0 4x4 Manual
Fog Lamps: Yes
Navigation System: Yes
Finance: Yes
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: SUV
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: April
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags"
"https://www.olx.in/item/nissan-sunny-xe-d-2018-diesel-iid-1591731658
",Nissan,Sunny,2014-2016 Diesel XE,2018,Diesel,Manual,"70,000 km",First,"₹ 7,00,000","Nissan Terrano XL D Plus, 2016, Diesel","Kalavasal, Madurai, Tamil Nadu","Single Owner, Company Maintained, New Tyres, Seat Covers, Reverse Parking Camera,ABS Brake,Airbag, Touché Audio System, Amplifiers & Woofer
ADDITIONAL VEHICLE INFORMATION:
Make Month: October
Color: White
Type of Car: Sedans
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Power Windows: Front
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Champagne
ABS: Yes
Rear Parking Camera: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags
Tyre Condition: New
Service History: Available"
"https://www.olx.in/item/maruti-suzuki-ritz-vdi-bs-iv-2012-diesel-iid-1588158517
",Maruti Suzuki,Ritz,Vdi BS-IV,2012,Diesel,Manual,"78,000 km",First,"₹ 2,40,000",Chevrolet Beat LT- Top model full company maintenance,"Thillai Nagar, Tiruchirappalli, Tamil Nadu","A/C P/S P/W C/L LOCATION:PUDUKKOTTAI(DIST) KARAMBAKKUDI VANIYA STREET. GAS COMPANY OPPOSITE COMPANY MUSIC SYSTEM FULL INSURANCE COMPANY MAINTANCE ALL PAPER CURRENTS
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Silver
Air Conditioning: With Heater
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Adjustable External Mirror: Manual
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
Make Month: March
Lock System: Central
Tyre Condition: New"
"https://www.olx.in/item/ford-fiesta-classic-sxi-16-2006-petrol-iid-1592750845
",Ford,Fiesta Classic,1.6 SXI Duratec,2006,Petrol,Manual,"65,000 km",First,"₹ 2,50,000","Fiat Punto Emotion 90HP, 2009, Diesel","Mylapore, Chennai, Tamil Nadu","2006 Ford Fiesta Petrol 1Owner All Tyres New with 2yr Warrenty exellAnt condition Mandaveli chennai
ADDITIONAL VEHICLE INFORMATION:
Color: Green
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Flood Affected: No
Power Windows: Front & rear
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 1600
Interior color: Grey
Adjustable External Mirror: Manual
Type of Car: Sedans
Battery Condition: New
Insurance Type: No Insurance
Condition: New
Power steering: Yes
Adjustable Steering: Yes
Make Month: September
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: None"
"https://www.olx.in/item/tata-super-ace-fc-insurance-january-2021-iid-1582123985
",TATA Motors,-1,-1,2014,-1,-1,"66,000 km",-1,"₹ 2,75,000",Mahindra school bus,"Trichy City, Tiruchirappalli, Tamil Nadu",Spring plate alterations டபுள்நயன்432டபுள்சேவன்626 good condition
"https://www.olx.in/item/maruti-suzuki-swift-vxi-2017-petrol-iid-1586745837
",Maruti Suzuki,Swift,2004-2010 1.3 VXi,2017.0,Petrol,Manual,"22,000 km",Second,"₹ 4,70,000","Maruti Suzuki Swift ZDi, 2014, Diesel","K Pudur, Madurai, Tamil Nadu","4tyres are good engine good in vehicle good condition A/c power steering power window air bag abs k.pudur Moonru maavadi bala cars madurai call me
ADDITIONAL VEHICLE INFORMATION:
Color: Grey
Type of Car: Hatchback
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: August"
"https://www.olx.in/item/maruti-suzuki-omni-8-str-bs-iii-2008-lpg-iid-1588182412
",Maruti Suzuki,Omni,8 Seater BSII,2008,LPG,Manual,"85,000 km",First,"₹ 1,63,000","Hyundai Santro Xing GLS LPG, 2009, LPG","Villapuram, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Make Month: March
Color: Silver
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
AM/FM Radio: Yes
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Insurance: Yes
Exchange: Yes"
"https://www.olx.in/item/maruti-suzuki-omni-8-str-bs-iii-2004-lpg-iid-1584830992
",Maruti Suzuki,Omni,8 Seater BSII,2004,LPG,Manual,"85,000 km",Third,"₹ 90,000","Maruti Suzuki Omni 8 STR BS-III, 2005, LPG","Thillai Nagar, Tiruchirappalli, Tamil Nadu","ALANGAR CARS TRICHY
ADDITIONAL VEHICLE INFORMATION:
Color: White
Service History: Available
Registration Place: TN
Accidental: No
Flood Affected: No
Vehicle Certified: Yes
Engine Capacity/Displacement (in Cc): 800
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Make Month: September
Tyre Condition: New"
"https://www.olx.in/item/mercedes-benz-gla-class-200-cdi-sport-2016-diesel-iid-1590672466
",Mercedes-Benz,GLA Class,2014-2017 200 CDI SPORT,2016,Diesel,Automatic,"72,000 km",First,"₹ 22,00,000","Mercedes-Benz B-Class B 200 CDI, 2017, Diesel","Chennai Central, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Silver
USB Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Display Screen: Yes
Interior color: Silver
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: SUV
Battery Condition: New
Insurance Type: Comprehensive
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: March
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 6 airbags"
"https://www.olx.in/item/tata-ac-2008-iid-1591943669
",TATA Motors,-1,-1,2008,-1,-1,0 km,-1,"₹ 1,65,000",Tata 407 g.muthusamy,"Manakollai, Tiruchirappalli, Tamil Nadu",2008 model all documents in corrent new battre new branded tyer front glass new engine good condition running condition...
"https://www.olx.in/item/maruti-suzuki-vitara-brezza-zdi-plus-diesel-2016-diesel-iid-1586708730
",Maruti Suzuki,Vitara Brezza,ZDi Plus,2016,Diesel,Manual,"81,500 km",First,"₹ 7,80,000","Ford Ecosport EcoSport Titanium 1.5 TDCi (Opt), 2016, Diesel","Ellis Nagar, Madurai, Tamil Nadu","2016 Vitara Breeza ZDI Plus Single Owner Insurance Nill 80000km service Record Excellent condition
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Grey
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Navigation System: Yes
Interior color: Black
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: SUV
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: June
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/mahindra-xuv500-2012-diesel-well-maintained-iid-1591876040
",Mahindra,XUV500,W8 4WD,2012,Diesel,Manual,"166,000 km",Second,"₹ 5,85,000","Renault Duster 110 PS RXL, 2013, Diesel","Perambur, Chennai, Tamil Nadu","Three tyres new,company Maintained with record, excellent condition"
"https://www.olx.in/item/datsun-redigo-2018-petrol-26500-km-driven-iid-1586923454
",Datsun,RediGO,1.0 S,2018,Petrol,Automatic,"26,500 km",First,"₹ 3,15,000","Datsun GO T, 2016, Petrol","Melapudur, Tiruchirappalli, Tamil Nadu",Datsun redy go good condition with full leather seat
"https://www.olx.in/item/maruti-suzuki-omni-5-str-bs-iv-2017-lpg-iid-1587306370
",Maruti Suzuki,Omni,MPI STD BSIV,2017.0,LPG,Manual,"56,000 km",First,"₹ 2,38,000","Maruti Suzuki Omni E 8 STR BS-IV, 2013, Petrol","Ellis Nagar, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Color: Silver
Type of Car: SUV
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: July"
"https://www.olx.in/item/2017-hyundai-i10-grand-asta-top-end-iid-1591677011
",Hyundai,Grand i10,Asta 1.2 Kappa VTVT,2017,Petrol,Manual,"19,000 km",First,"₹ 5,55,555","Volkswagen Polo, 2010, Diesel","Gopalapuram, Chennai, Tamil Nadu","ONE OWNER , 2017 , TOP END , ONLY DONE 19000KMS .OWNER DRIVEN , EXCELLENT CONDITION."
"https://www.olx.in/item/toyota-innova-2008-diesel-110000-km-driven-well-maintained-iid-1583399686
",Toyota,Innova,2.5 G (Diesel) 8 Seater,2008,Diesel,Manual,"110,000 km",First,"₹ 11,00,000","Toyota Innova 2.0 V, 2011, Diesel","John Thoppu, Tiruchirappalli, Tamil Nadu","Innova Fancy Number
New Tire
New Touch Screen Pioneer Audio System
New Seat cover
Customize Feature: Back 2 seat altered so that people can sleep while traveling
Current Insurance"
"https://www.olx.in/item/hyundai-sonata-embera-manual-leather-2007-diesel-iid-1592740828
",Hyundai,Sonata Embera,Sonata Embera Manual (Leather),2007,Diesel,Manual,"139,000 km",Second,"₹ 3,30,000",Nissan Sunny 2012 Petrol 84000 Km Driven,"Tanjaur, Thanjavur, Tamil Nadu","AC PS PW CL ABS AIRBAGS ALLOY WHEEL COMPANY SERVICE RECORD LOCATION; PUDUKKOTTAI (DIS) KARAMBAKKUDI VANIYA STREET. GAS OFFICE OPPOSIT COMPANY MUSIC SYSTEM FULL INSURANCE COMPANY maintenance all paper current SUNDAY OFFICE OPEN
ADDITIONAL VEHICLE INFORMATION:
Make Month: September
Color: Blue
Type of Car: Sedans
Insurance Type: Comprehensive
Condition: Used
Registration Place: TN
Power steering: Yes
Adjustable Steering: Yes
Automatic Boot: Yes
Air Conditioning: Automatic Climate Control
Power Windows: Front & rear
Fog Lamps: Yes
Alloy Wheels: Yes
Rear Window Wiper: Yes
Adjustable External Mirror: Power
Display Screen: Yes
Bluetooth: Yes
AM/FM Radio: Yes
USB Compatibility: Yes
Aux Compatibility: Yes
Interior color: Gold
ABS: Yes
Anti Theft Device: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Lock System: Remote Controlled Central
Number of Airbags: 2 airbags
Battery Condition: New
Tyre Condition: New
Service History: Available
Vehicle Certified: Yes
Flood Affected: No
Accidental: No
Registration Transfer: Yes
Insurance: Yes
Finance: Yes
Exchange: Yes"
"https://www.olx.in/item/hyundai-grand-i-10-2014-petrol-iid-1592839562
",Hyundai,Grand I 10,-1,2014,Petrol,Automatic,"67,000 km",First,"₹ 4,35,000","Hyundai Grand I 10, 2016, Petrol","Thousand Lights, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Grey
Finance: Yes
Exchange: Yes
Type of Car: Hatchback
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: June
Engine Capacity/Displacement (in Cc): 1200"
"https://www.olx.in/item/chevrolet-beat-ls-diesel-2014-diesel-iid-1592435757
",Chevrolet,Beat,2010-2013 Diesel LS,2014,Diesel,Manual,"93,000 km",Second,"₹ 1,58,000",Chevrolet Spark with perfectly performing engine,"Perambur, Chennai, Tamil Nadu","AC power steering power window Pioneer touch screen second owner original on board
ADDITIONAL VEHICLE INFORMATION:
Type of Car: Luxury
Insurance Type: Comprehensive
Registration Place: TN
Make Month: July
Color: Green
Condition: Used"
"https://www.olx.in/item/safari-dicor-ex-excellent-condition-iid-1546640978
",Tata,Safari,-1,2007,Diesel,-1,"250,000 km",-1,"₹ 2,20,000",Good condition.. single woner.,"Samayapuram, S Kannanur, Tamil Nadu","Full options Power windows, power steering, central lock, anti theft alarm,
5 alloy wheels, good condition ac, co driver extra fits ac, current insurance"
"https://www.olx.in/item/volkswagen-polo-highline-diesel-2014-diesel-iid-1589304153
",Volkswagen,Polo,2009-2013 Diesel Highline 1.2L,2014,Diesel,Manual,"85,000 km",Second,"₹ 4,30,000","Volkswagen Vento Comfortline Diesel, 2013, Diesel","Ellis Nagar, Madurai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Red
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Parking Sensors: Yes
Flood Affected: No
Rear Window Wiper: Yes
Cruise Control: Yes
Power Windows: Front & rear
Vehicle Certified: Yes
Fog Lamps: Yes
Display Screen: Yes
Navigation System: Yes
Interior color: Red
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: July
Bluetooth: Yes
Alloy Wheels: Yes
Lock System: Remote Controlled Central
Tyre Condition: Old
Number of Airbags: 2 airbags"
"https://www.olx.in/item/maruti-suzuki-swift-dzire-vxi-2018-petrol-iid-1591845628
",Maruti Suzuki,Swift Dzire,VXI,2018,Petrol,Manual,"4,900 km",First,"₹ 7,25,000","Maruti Suzuki Swift Dzire ZXI, 2017, Petrol","Chennai Central, Chennai, Tamil Nadu","ADDITIONAL VEHICLE INFORMATION:
Insurance: Yes
Color: Blue
Air Conditioning: With Heater
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Flood Affected: No
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Fog Lamps: Yes
Interior color: Beige
Finance: Yes
Adjustable External Mirror: Power
Exchange: Yes
Type of Car: Sedans
Battery Condition: New
Insurance Type: No Insurance
Condition: Used
Power steering: Yes
Adjustable Steering: Yes
ABS: Yes
Make Month: December
Bluetooth: Yes
Lock System: Remote Controlled Central
Tyre Condition: New
Number of Airbags: 2 airbags"
"https://www.olx.in/item/sports-willy-open-closed-thar-modifiedjeeps-jeep-iid-1555527347
",-1,-1,-1,2020,-1,-1,96 km,-1,"₹ 3,65,000",Only modified jeeps,"Mahalakshmi Nagar, GK Industrial Park, Tamil Nadu","Jeep Wala Modified Jeeps (Delivery All india)
Office :- DELHI # BANGALORE #PUNJAB
.
Sports #willy #open #closed #thar #modifiedjeeps #jeep
Search Jeep Wala on facebook
jeepwala:com
All features of jeep (Best Quality Guaranteed)
* Power steering
* Power break
* Power clutch
* Alloy Wheels
* Solid tyres
* New Battery
* New paint
* Good interior
* New seats
* 4x2 & 4*4 power
* 2034 passing
* Engine Solid Mahindra Di turbo
* All type modification and colour available.
* 2019 smart RC with chip passing 2034 & NOC.
* Transfer facility to pb number also available
Call Jeep Wala :- 7065:5353:15
WE LOVE OUR CUSTOMERS AND GIVE OUR BEST TO MAKE THEM HAPPY"
"https://www.olx.in/item/ford-ecosport-2018-petrol-14700-km-driven-single-owner-full-insurance-iid-1587885802
",Ford,Ecosport,1.0 Ecoboost Titanium Plus,2018,Petrol,Manual,"14,700 km",First,"₹ 6,25,000","Renault Duster 85 PS RxE Diesel, 2015, Diesel","Triplicane, Chennai, Tamil Nadu","Ecosport titanium Topend model, petrol 14700 km done. 2017/2018 registration With bill yesterday service Chennai Ford. ABS Brake. Airbag 6. Alloy wheel power windows power steering Centre Child lock remote key, Engineer under warranty no need service required ready to drive. Price,slightly negotiable finance option available, good credit score only..."
"https://www.olx.in/item/maruti-suzuki-alto-k10-vxi-automatic-2015-petrol-iid-1591768997
",Maruti Suzuki,Alto K10,VXI AMT,2015,Petrol,Automatic,"35,000 km",First,"₹ 2,64,000","Maruti Suzuki Alto K10 VXi, 2015, Petrol","Perambur, Chennai, Tamil Nadu","single owner automatic VXI top end model petrol brand new condition no Dent no scratches brand new tires engine and ac excellent condition old car exchange accepted bank loan 80% arrangements private loan 50% arrangements all type of cards accepted charges apply
ADDITIONAL VEHICLE INFORMATION:
Registration Transfer: Yes
Insurance: Yes
Color: Grey
Air Conditioning: Automatic Climate Control
USB Compatibility: Yes
Aux Compatibility: Yes
Service History: Available
Registration Place: TN
AM/FM Radio: Yes
Accidental: No
Automatic Boot: Yes
Rear Parking Camera: Yes
Parking Sensors: Yes
Flood Affected: No
Power Windows: Front & rear
Warranty: Yes
Vehicle Certified: Yes
Interior color: Grey
Finance: Yes
Exchange: Yes
Type of Car: Hatchback
Battery Condition: New
Insurance Type: Comprehensive
Condition: New
Power steering: Yes
Adjustable Steering: Yes
Make Month: September
Bluetooth: Yes
Lock System: Central
Tyre Condition: New
Number of Airbags: None"
"https://www.olx.in/item/maruti-suzuki-estilo-lxi-2011-petrol-iid-1591825920
",Maruti Suzuki,Estilo,LXI,2011,Petrol,Manual,"37,000 km",First,"₹ 1,95,000",Maruti suzuki estilo,"Nungambakkam, Chennai, Tamil Nadu","estilo lxi petrol touch screen , reverse camera
single owner
excellent condition
ADDITIONAL VEHICLE INFORMATION:
Color: White
Type of Car: Hatchback
Registration Place: TN
Insurance Type: Comprehensive
Condition: Used
Make Month: September"
"https://www.olx.in/item/maruti-suzuki-a-star-zxi-2010-petrol-iid-1591515399
",Maruti Suzuki,A-Star,Zxi,2010,Petrol,Manual,"79,000 km",Second,"₹ 1,90,000","Chevrolet Beat LT Opt Petrol, 2010, Petrol","Nungambakkam, Chennai, Tamil Nadu","plz call us for more details 9 zero 8 seven 8 double 3 trible 9
ADDITIONAL VEHICLE INFORMATION:
Color: Other
Type of Car: Hatchback
Registration Place: TN
Insurance Type: No Insurance
Condition: Used
Make Month: July"
"https://www.olx.in/item/indigo-own-car-good-conition-iid-1592197169
",Tata,Indigo CS,CS GLX,2010,Diesel,Automatic,"12,500 km",Third,"₹ 1,30,000",Tata Indigo CS 2010 Diesel Well Maintained,"Gandhi Puram, Tiruchirappalli, Tamil Nadu",Full option ps pw
"https://www.olx.in/item/hyundai-elantra-2016-diesel-well-maintained-iid-1592349325
",Hyundai,Elantra,SX Optional 1.6 Diesel,2016,Diesel,Automatic,"60,000 km",First,"₹ 11,50,000","Toyota Corolla Altis 1.8 G Automatic, 2016, Petrol","Royapuram, Chennai, Tamil Nadu",Recently company serviced with one year warranty. Insurance valid upto sept 2021. Looks brand new with fancy number.
